Артикул;Наименование;Св.;Св.+Тр.;Б.Тр.;Цена, usd;Цена, руб.;Доп.;Гар.;Производитель;Категория;Раздел;Вес [кг];Объём [л]
00FE668;IBM Express Intel Xeon 6C Processor Model E5-2630v2 80W 2.6GHz/1600MHz/15MB (x3550 M4) (46W2838);2;2;;884;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.40;5,10
00FE666;IBM Express Intel Xeon 6C Processor Model E5-2620v2 80W 2.1GHz/1600MHz/15MB (x3500 M4) (46W9130);2;2;;782;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;6.50;95,76
00Y3678;IBM Express Intel Xeon Processor E5-2420 v2 6C 2.2GHz 15MB 80W (x3630 M4v2) (00J6383);1;1;;705;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.30;5,40
00FM022;IBM Express Intel Xeon E5-2640 v3 8C 2.6GHz/20MB/1866MHz/90W (x3550 M5) (analog 00KA069);5;5;;1326;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.77;5,08
00FM006;IBM Express Intel Xeon E5-2603 v3 6C 1.6GHz/15MB/1600MHz/85W (x3650 M5) (analog (00FK640);3;3;;343;;;;IBM;Процессоры;01. Серверы -> Опции для серверов;1.60;14,46
00Y2859;IBM Intel Xeon 10C E5-2690v2 (3.0GHz/1866MHz/25MB/130W) (Flex System x240 Compute Node (8737)) (no fan);0;0;;5345;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.30;4,50
00Y3666;IBM Express Xeon Processor E5-2440 6C 2.4GHz 15MB Cache 1333MHz 95W (x3630 M4) (90Y6362);1;1;;697;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.80;5,12
00Y3669;IBM Express Xeon Processor E5-2440 6C 2.4GHz 15MB Cache 1333MHz 95W (x3530 M4) (94Y6376);1;1;;788;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.80;5,12
00FE665;IBM Express Intel Xeon 4C Processor Model E5-2603v2 80W 1.8GHz/1333MHz/10MB (x3500 M4) (46W9128);1;1;;312;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;6.50;95,76
00FE682;IBM Express Intel Xeon Proc E5-2650 v2 8C 2.6GHz 20MB Cache 1866MHz 95W (x3550 M4 IVB) (46W2840);1;1;;1824;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.90;5,10
00FM001;IBM Express Intel Xeon 8C E5-2640v2(2.0GHz/1600MHz/20MB/95W) (x3550 M4)(46W2839) incl. 1xfan;много;много;;1642;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.30;5,10
00FM021;IBM Express Intel Xeon E5-2630 v3 8C 2.4GHz/20MB/1866MHz/85W (x3550 M5) (analog 00KA068);2;2;;957;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.80;5,40
00FM020;IBM Express Intel Xeon Processor E5-2620 v3 6C 2.4GHz/15MB/1866MHz/85W (x3550 M5) (analog 00KA067);9;9;;620;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;0.80;5,40
00FM009;IBM Express Intel Xeon E5-2630 v3 8C 2.4GHz/20MB/1866MHz/85W (x3650 M5) (analog 00FK643);1;1;;931;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;1.60;14,69
00FM008;IBM Express Intel Xeon E5-2620 v3 6C 2.4GHz/15MB/1866MHz/85W (x3650 M5) (analog 00FK642);4;4;;598;;;1 год или по гарантии сервера;IBM;Процессоры;01. Серверы -> Опции для серверов;1.60;14,69
4XG0F28819;Lenovo RD650 Intel Xeon E5-2620 v3 (6C, 85W, 2.4GHz) Processor Option Kit;2;много;;781.8;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;1.00;9,40
4XG0F28801;Lenovo RD550 Intel Xeon E5-2630 v3 (8C, 85W, 2.4GHz) Processor Option Kit;много;много;;1178.0999999999999;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;1.00;9,40
4XG0F28785;Lenovo TD350 Intel Xeon E5-2620 v3 (6C, 85W, 2.4GHz) Processor Option Kit;1;1;;762.9;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.30;4,50
4XG0F28859;Lenovo ThinkServer RD450 Intel Xeon E5-2609 v3 (6C, 85W, 1.9GHz) Processor Option Kit;0;0;;539.4;;;1 год или по гарантии устройства;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
4XG0F28847;Lenovo ThinkServer RD350 Intel Xeon E5-2609 v3 (6C, 85W, 1.9GHz) Processor Option Kit;0;0;;547.1;;;1 год или по гарантии устройства;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
0C19555;Intel Xeon E5-2640v2 (2.0GHz/8-core/20MB/95W) Processor Option for ThinkServer RD540/RD640;много;много;;1485;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
0C19538;Intel Xeon E5-2450v2 (2.5GHz/8-core/20MB/95W) Processor Option for ThinkServer RD340/RD440;много;много;;1286;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.30;5,98
0C19543;Intel Xeon E5-2403v2 (1.8GHz/4-core/10MB/80W) Processor Option for ThinkServer RD340/RD440;много;много;;217.8;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.30;5,98
4XG0F28816;Lenovo RD650 Intel Xeon E5-2650 v3 (10C, 105W, 2.3GHz) Processor Option Kit;1;1;;1982.7;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;1.00;9,40
4XG0F28814;Lenovo RD650 Intel Xeon E5-2670 v3 (12C, 120W, 2.3GHz) Processor Option Kit;0;0;;2839.4;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
4XG0F28820;Lenovo RD650 Intel Xeon E5-2609 v3 (6C, 85W, 1.9GHz) Processor Option Kit;2;2;;577;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;1.00;9,40
4XG0F28799;Lenovo RD550 Intel Xeon E5-2650 v3 (10C, 105W, 2.3GHz) Processor Option Kit;1;1;;2014;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;1.00;9,40
4XG0F28857;Lenovo ThinkServer RD450 Intel Xeon E5-2630 v3 (8C, 85W, 2.4GHz) Processor Option Kit;0;1;;1109.3;;;1 год или по гарантии устройства;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
4XG0F28860;Lenovo ThinkServer RD450 Intel Xeon E5-2603 v3 (6C, 85W, 1.6GHz) Processor Option Kit;0;0;;408.4;;;1 год или по гарантии устройства;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
0C19557;Intel Xeon E5-2620v2 (2.1GHz/6-core/15MB/80W) Processor Option for ThinkServer RD540/RD640;много;много;;791;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
4XG0F28797;Lenovo RD550 Intel Xeon E5-2670 v3 (12C, 120W, 2.3GHz) Processor Option Kit;2;2;;2852.2;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;1.00;9,40
4XG0F28804;Lenovo RD550 Intel Xeon E5-2603 v3 (6C, 85W, 1.6GHz) Processor Option Kit;много;много;;458;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;1.00;9,40
4XG0F28784;Lenovo TD350 Intel Xeon E5-2630 v3 (8C, 85W, 2.4GHz) Processor Option Kit;0;0;;1186.9000000000001;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
4XG0F28782;Lenovo TD350 Intel Xeon E5-2650 v3 (10C, 105W, 2.3GHz) Processor Option Kit;0;0;;1943.1;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
4XG0F28786;Lenovo TD350 Intel Xeon E5-2609 v3 (6C, 85W, 1.9GHz) Processor Option Kit;1;1;;559.1;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.30;4,50
0C19542;Intel Xeon E5-2407v2 (2.4GHz/4-core/10MB/80W) Processor Option for ThinkServer RD340/RD440;0 *;0;;306.89999999999998;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;1.00;7,35
0C19541;Intel Xeon E5-2420v2 (2.2GHz/6-core/15MB/80W) Processor Option for ThinkServer RD340/RD440;1;1;;514.79999999999995;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.30;5,98
0C19540;Intel Xeon E5-2430v2 (2.5GHz/6-core/15MB/80W) Processor Option for ThinkServer RD340/RD440;2;2;;682.1;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.30;5,98
4XG0F28848;Lenovo ThinkServer RD350 Intel Xeon E5-2603 v3 (6C, 85W, 1.6GHz) Processor Option Kit;0;0;;416;;;1 год или по гарантии устройства;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
0C19556;Intel Xeon E5-2630v2 (2.6GHz/6-core/15MB/80W) Processor Option for ThinkServer RD540/RD640;2;2;;1010;;;1 год;Lenovo;Процессоры;01. Серверы -> Опции для серверов;0.50;6,24
Категория - 01. Серверы->Опции для серверов->Другие опции;;;;;;;;;;;;;
ASMB4-IKVM;Контроллер ASMB4-iKVM;0;3;;55;;Нов.;3 года;ASUS;Другие опции;01. Серверы -> Опции для серверов;0.30;1,08
PIKE 2108-32PD;Контроллер PIKE 2108-32PD;0;много;;350;;;3 года;ASUS;Другие опции;01. Серверы -> Опции для серверов;0.80;4,25
ASMB5-iKVM;Контроллер ASMB5-iKVM;много;много;;55;;;2 года;ASUS;Другие опции;01. Серверы -> Опции для серверов;0.20;1,23
HDD CAGE KIT FOR T50A;ASUS HDD CAGE KIT FOR T50A, корзина на 4 диска (для моделей TS300-E6, TS500-E6, TS300-E7, TS500-E7, TS700-E7, ESC2000 G2);много;много;;103;;;Нет гарантии;ASUS;Другие опции;01. Серверы -> Опции для серверов;1.10;6,26
R20A RAIL KIT;ASUS R20A RAIL KIT (Semi-ball Bearing);1;1;;115;;;;ASUS;Другие опции;01. Серверы -> Опции для серверов;2.60;4,50
RAIL KIT FOR T50A CHASSIS;ASUS RAIL KIT FOR T50A CHASSIS (для моделей TS700-E6, TS500-E6, TS300-E6, TS700-E7, ESC2000 G2, ESC1000 G2);2;6;;115;;;;ASUS;Другие опции;01. Серверы -> Опции для серверов;3.50;4,86
638-BBBD;DELL MS Windows Server 2012 R2 Standard Edition ROK (for DELL only);8;8;;;43953.2;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.02;0,84
450-18467;DELL FAN for Additional Processor for R520,12V, Kit;много;много;;;808;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.20;6,65
770-10754;DELL Cable Management Arm, 3U - Kit (T320, T420, T620);1;1;;;8100;;;Dell;Другие опции;01. Серверы -> Опции для серверов;2.40;12,61
529-10004;DELL iDRAC 7 Enterprise upgrade for 12th Gen. Mainstream platforms (620/720 series) - Kit;0 *;0;;;6948.8;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.00;0,00
529-10005;DELL iDRAC 7 Enterprise upgrade for BMC/Express for 12th Gen Value Platforms (300-500 series) - Kit;0;0;;;9400;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.00;0,00
770-12975t;DELL Cable Management ARM Kit 1U for R320, R420, R620.;много;много;;;1414;;;Dell;Другие опции;01. Серверы -> Опции для серверов;2.00;9,69
470-12368;DELL Cable for R210II to connect SATA DVD;4;4;;;50.5;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.02;0,01
529-10005t;DELL iDRAC 7 Enterprise upgrade for BMC/Express for 12th Gen Value Platforms (300-500 series) - Kit.;2;2;;;3500;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.00;0,00
330-BBCJ;DELL iDRAC 7 Enterprise upgrade Port for R220 (for upgrade Embedded BMC) Kit;1;1;;;1427;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.20;1,92
529-BBDU;DELL iDRAC 7 Enterprise upgrade for BMC/Express for R220;2;2;;;9400;;;Dell;Другие опции;01. Серверы -> Опции для серверов;2.00;9,69
385-10993t;DELL SD Card 1GB for embedded virtualization options.;много;много;;;300;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.10;0,33
470-AASD;DELL Cable SAS 6Gb 2m Mini to HD-Mini Connector External Cable Kit;2;2;;;4298.7;;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.00;2,03
470-AATP;DELL Cable SAS 12Gb 2m HD-Mini to HD-Mini;4;4;;;4304.6000000000004;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.50;1,88
412-10162t;DELL Heat Sink for Additional Processor for T620, <115W - Kit.;2;2;;;500;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.30;8,83
406-10743;DELL Qlogic 2662 DP Fibre Channel 16Gb HBA, Low Profile - Kit;0;0;;;95058.5;;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.00;1,54
450-AEBN;DELL Hot Plug Redundant Power Supply 750W for R530/R630/R730/R730xd (analog 450-ADWS);0;много;;;9802.6;Нов.;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.00;7,04
450-AEBL;DELL Hot Plug Redundant Power Supply 1100W for R530/R630/R730/R730xd (analog 450-ADWM);0;много;;;16437.400000000001;Нов.;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.00;7,04
330-BBCN;DELL SD Internal Dual Module (SD Cards to be ordered separately) for G13 servers - Kit;0;много;;;5900;Нов.;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.00;7,04
450-18466;DELL Hot Plug Redundant Power Supply 550W for R320 R420;0;0;;;12524;;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.10;12,80
385-11085;DELL SD Card 8GB VFlashfor iDRAC6/7 Enterpise Kit for all Dell Servers G11/G12;0;0;;;4400;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.04;1,07
400-ACRR;DELL Cable for T20 to connect DVD/HDD(4th and 5th) - Kit;много;много;;;399;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.10;0,45
450-18115t;DELL Hot Plug Redundant Power Supply 750W for R520/R620/R720/T320/T420/T620.;4;4;;;12524;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.45;0,85
470-11676;DELL Cable SAS 6Gb 2m MiniSAS Connector External Cable Kit;4;4;;;4100;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.10;1,30
SpecBuild 17478;DELL DAV2216-G01 16-port analog, upgradeable to digital KVM switch: 2 local users, 1 power supply;1;1;;;51138.2;;;Dell;Другие опции;01. Серверы -> Опции для серверов;7.00;53,81
412-10196;DELL Heat Sink for Additional Processor for T320/T420 - Kit;1;1;;;3000;;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.00;7,04
412-AAFB;DELL Heat Sink for Additional Processor for R630, 120W;0;много;;;2500;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.00;0,00
412-AAFTt;DELL Heat Sink for Additional Processor for R430, 135W (analog 374-BBIJ, 412-AAFT);3;6;;;3500;Нов.;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.40;1,17
638-BBBI;DELL MS Windows Server 2012 R2 Foundation Edition ROK (for DELL only);много;много;;;8108.5;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.10;0,16
450-18109;DELL Hot Plug Redundant Power Supply, 1100W for R520/R620/R720/T320/T420/T620;0;0;;;18400;;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.00;7,04
450-18466t;DELL Hot Plug Redundant Power Supply 550W for R320 R420.;много;много;;;12524;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.60;1,26
470-12369-01t;DELL Cable for R210II/R220 to connect SATA HDD (1psc: HDD 1 - SATA B);7;7;;;50.5;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.01;0,00
470-11674;DELL Cable SAS 6Gb 0.6m MiniSAS Connector External Cable Kit;0;0;;;2338.3000000000002;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.50;1,44
470-AATO;DELL Cable SAS 12Gb 0.5m HD-Mini to HD-Mini (analog 470-AATS).;8;8;;;3097.2;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.50;1,88
470-AASG;DELL Cable SAS 6Gb 0.5m Mini to HD-Mini Connector External Cable Kit;6;6;;;3433.6;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.30;1,25
450-ADWSt;DELL Hot Plug Redundant Power Supply 750W for R530/R630/R730/R730xd.;много;много;;;20000;;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.00;6,62
330-10273;DELL PE R520 PCIe Riser(2pcs) Kit for configuration with 2xCPU;3;3;;;5500;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.50;1,73
450-ADWMt;DELL Hot Plug Redundant Power Supply 1100W for R530/R630/R730/R730xd.;2;2;;;22500;;;Dell;Другие опции;01. Серверы -> Опции для серверов;1.20;6,34
FeetKitT420t;Dell Kit Feet for T420 servers.;1;1;;;10000;;;Dell;Другие опции;01. Серверы -> Опции для серверов;0.06;0,68
