Всего позиций: 11584 ;;;;;;;;;;;
Артикул;Наименование;Производитель;Св.;Св.+Тр.;Б. Тр.;Цена*;Цена руб.**;Доп.;;;
Аксессуары и портативная электроника->Web-камеры;;;;;;;;;;;
FCH-10-00201-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FCH-10-00201-108-02-12);Fortinet;0 ;0 ;;1217.7;;
FC-10-00201-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00201-900-02-12);Fortinet;0 ;0 ;;1219.05;;
FWF-20C-ADSL-A-BDL;Fortinet Hardware plus 1 year 8x5 Forticare and FortiGuard UTM Bundle (FWF-20C-ADSL-A-BDL);Fortinet;0 ;0 ;;1220.0999999999999;;
FC-10-00113-950-02-12;Fortinet 1 Year 24x7 Bundle Renewal (FC-10-00113-950-02-12);Fortinet;0 ;0 ;;1225.3499999999999;;
FC-10-00117-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00117-274-01-12);Fortinet;0 ;0 ;;1268.07;;
FC-10-00085-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00085-247-02-12);Fortinet;0 ;0 ;;1288.71;;
FC-10-00301-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00301-311-02-12);Fortinet;0 ;0 ;;1319.62;;
FG-60C-SFP;Fortinet 7 x GE RJ45 ports (Including 1 x WAN ports,1 x DMZ port, 5 x switch ports), 1 x GE SFP Slot (FG-60C-SFP);Fortinet;0 ;0 ;;1345.05;;
FG-70D;16x GE RJ45 ports, (including 2x WAN ports, 14x Switch ports), Max managed FortiAPs (Total / Tunnel) 32 / 16;Fortinet;0 ;0 ;;1349;;НЗС
FG-40C-LENC-BDL-CERT;Сертифицированный аппаратно-программный комплекс Bundle - 2 x 10/100/1000 WAN Port, 5 x 10/100/1000 Switch Port, Low Encryption Model;Fortinet;0 ;0 ;;1351.25;;НЗС
FC-10-00202-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00202-247-02-12);Fortinet;0 ;0 ;;1351.79;;
FC-10-00202-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00202-100-02-12);Fortinet;0 ;0 ;;1351.79;;
FWF-60CM;Fortinet 8 x GE RJ45 ports (Including 2 x WAN ports,1 x DMZ port, 5 x switch ports), Wireless (802.11a/b/g/n), ExpressCard slot, analog V.90 modem (FWF-60CM);Fortinet;0 ;0 ;;1381.43;;
FWF-60D;Fortinet 10 x GE RJ45 ports (including 7 x Internal Ports, 2 x WAN Ports, 1 x DMZ Port), Wireless (802.11a/b/g/n) (FWF-60D);Fortinet;1 ;1 ;;1389.7;;
FC-10-00203-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00203-247-02-12);Fortinet;0 ;0 ;;1420.87;;
FC-10-00203-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00203-100-02-12);Fortinet;0 ;0 ;;1420.87;;
FC-10-00083-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00083-900-02-12);Fortinet;0 ;0 ;;1489.95;;
FC-10-00301-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00301-274-01-12);Fortinet;0 ;0 ;;1504.37;;
FCH-10-00201-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FCH-10-00201-247-02-12);Fortinet;0 ;0 ;;1522.12;;
FCH-10-00201-100-02-12;Fortinet 1 Year FortiGuard AV Services (FCH-10-00201-100-02-12);Fortinet;0 ;0 ;;1522.12;;
FWF-60CX-ADSL-A;Fortinet 6 x GE RJ45 ports (including 2 x WAN ports, 4 x switch ports), 4 x FE switch ports, Wireless (802.11a/b/g/n), ADSL2+ Annex A interface, ExpressCard slot (FWF-60CX-ADSL-A);Fortinet;0 ;0 ;;1535.78;;
FC-10-00302-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00302-274-01-12);Fortinet;0 ;0 ;;1544.13;;
FC-10-00054-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00054-950-02-12);Fortinet;0 ;0 ;;1580.7;;
FC-10-00201-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00201-950-02-12);Fortinet;0 ;0 ;;1584.77;;
FC-10-00312-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00312-274-01-12);Fortinet;0 ;0 ;;1620.18;;
FC-10-00800-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00800-274-01-12);Fortinet;0 ;0 ;;1620.18;;
FCH-10-00301-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FCH-10-00301-311-02-12);Fortinet;0 ;0 ;;1624.38;;
FC-10-00401-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00401-311-02-12);Fortinet;0 ;0 ;;1725.97;;
FC-10-00301-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00301-108-02-12);Fortinet;0 ;0 ;;1759.5;;
FC-10-00312-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00312-311-02-12);Fortinet;0 ;0 ;;1827.56;;
FC-10-00800-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00800-311-02-12);Fortinet;0 ;0 ;;1827.56;;
FC-10-00084-900-02-12;Fortinet 1 Year 8x5 Bundle Renewal (FC-10-00084-900-02-12);Fortinet;0 ;0 ;;1828.58;;
FC-10-00086-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00086-950-02-12);Fortinet;0 ;0 ;;1848.89;;
FCH-10-00301-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FCH-10-00301-274-01-12);Fortinet;0 ;0 ;;1851.8;;
FG-60C-SFP-BDL;Fortinet Hardware plus 1 year 8x5 Forticare and FortiGuard UTM Bundle (FG-60C-SFP-BDL);Fortinet;0 ;0 ;;1903.65;;
FC-10-00083-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00083-950-02-12);Fortinet;0 ;0 ;;1936.94;;
FC-10-00314-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00314-311-02-12);Fortinet;0 ;0 ;;1949.13;;
FC-10-00401-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00401-274-01-12);Fortinet;0 ;0 ;;1967.61;;
FG-80C-BDL;Fortinet Hardware plus 1 year 8x5 Forticare and FortiGuard UTM Bundle (FG-80C-BDL);Fortinet;0 ;0 ;;1998.83;;
FWF-60CM-BDL;Fortinet Hardware plus 1 year 8x5 Forticare and FortiGuard UTM Bundle (FWF-60CM-BDL);Fortinet;0 ;0 ;;1998.83;;
FC-10-L0300-311-02-12;1 Year 8x5 Enhanced FortiCare - FC-10-L0300-311-02-12;Fortinet;0 ;0 ;;2002.08;;
FC-10-00801-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00801-311-02-12);Fortinet;0 ;0 ;;2030.73;;
FC-10-00501-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00501-311-02-12);Fortinet;0 ;0 ;;2030.73;;
FCH-10-00401-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FCH-10-00401-311-02-12);Fortinet;0 ;0 ;;2030.73;;
FC-10-00202-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00202-112-02-12);Fortinet;0 ;0 ;;2164.4899999999998;;
FCH-10-00301-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FCH-10-00301-108-02-12);Fortinet;0 ;0 ;;2165.85;;
FC-10-00301-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00301-100-02-12);Fortinet;0 ;0 ;;2199.37;;
FC-10-00301-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00301-247-02-12);Fortinet;0 ;0 ;;2199.37;;
FC-10-00314-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00314-274-01-12);Fortinet;0 ;0 ;;2221.38;;
FG-80CM-BDL;Fortinet Hardware plus 1 year 8x5 Forticare and FortiGuard UTM Bundle (FG-80CM-BDL);Fortinet;0 ;0 ;;2230.36;;
FWF-60CX-ADSL-A-BDL;Fortinet Hardware plus 1 year 8x5 Forticare and FortiGuard UTM Bundle (FWF-60CX-ADSL-A-BDL);Fortinet;0 ;0 ;;2230.36;;
FC-10-00313-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00313-311-02-12);Fortinet;0 ;0 ;;2233.91;;
FC-10-00203-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00203-112-02-12);Fortinet;0 ;0 ;;2272.85;;
FC-10-00401-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00401-108-02-12);Fortinet;0 ;0 ;;2301.3000000000002;;
FC-10-00501-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00501-274-01-12);Fortinet;0 ;0 ;;2315.04;;
FC-10-00801-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00801-274-01-12);Fortinet;0 ;0 ;;2315.04;;
FCH-10-00401-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FCH-10-00401-274-01-12);Fortinet;0 ;0 ;;2315.04;;
FCH-10-00501-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FCH-10-00501-311-02-12);Fortinet;0 ;0 ;;2335.5;;
FC-10-00084-950-02-12;Fortinet 1 Year 24x7 Bundle Renewal (FC-10-00084-950-02-12);Fortinet;0 ;0 ;;2377.15;;
FCH-10-00201-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FCH-10-00201-112-02-12);Fortinet;0 ;0 ;;2435.39;;
FC-10-00312-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00312-108-02-12);Fortinet;0 ;0 ;;2436.75;;
FC-10-00800-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00800-108-02-12);Fortinet;0 ;0 ;;2436.75;;
FC-10-00203-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00203-900-02-12);Fortinet;0 ;0 ;;2438.1;;
FC-10-00600-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00600-274-01-12);Fortinet;0 ;0 ;;2536.14;;
FC-10-00313-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00313-274-01-12);Fortinet;0 ;0 ;;2546.66;;
FC-10-00314-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00314-108-02-12);Fortinet;0 ;0 ;;2599.29;;
FCH-10-00501-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FCH-10-00501-274-01-12);Fortinet;0 ;0 ;;2662.47;;
FCH-10-00301-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FCH-10-00301-247-02-12);Fortinet;0 ;0 ;;2707.31;;
FCH-10-00301-100-02-12;Fortinet 1 Year FortiGuard AV Services (FCH-10-00301-100-02-12);Fortinet;0 ;0 ;;2707.31;;
FCH-10-00401-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FCH-10-00401-108-02-12);Fortinet;0 ;0 ;;2707.65;;
FC-10-00501-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00501-108-02-12);Fortinet;0 ;0 ;;2707.65;;
FC-10-00801-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00801-108-02-12);Fortinet;0 ;0 ;;2707.65;;
FCH-10-00201-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FCH-10-00201-900-02-12);Fortinet;0 ;0 ;;2739.81;;
FC-10-00202-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00202-950-02-12);Fortinet;0 ;0 ;;2817.36;;
FC-10-00401-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00401-100-02-12);Fortinet;0 ;0 ;;2876.62;;
FC-10-00401-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00401-247-02-12);Fortinet;0 ;0 ;;2876.62;;
FC-10-00313-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00313-108-02-12);Fortinet;0 ;0 ;;2978.55;;
FC-10-00620-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00620-274-01-12);Fortinet;0 ;0 ;;3009.9;;
FC-10-00622-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00622-274-01-12);Fortinet;0 ;0 ;;3009.9;;
FBG-2001;Fortinet FortiBridge -2001, power failure bypass functionality for one network segment. 4 RJ45 10/100/1000, 1 RJ45 Management Port, One Power Supply, One CPU (FBG-2001);Fortinet;0 ;0 ;;3037.39;;
FC-10-00800-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00800-247-02-12);Fortinet;0 ;0 ;;3045.93;;
FC-10-00312-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00312-247-02-12);Fortinet;0 ;0 ;;3045.93;;
FC-10-00312-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00312-100-02-12);Fortinet;0 ;0 ;;3046.27;;
FC-10-00800-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00800-100-02-12);Fortinet;0 ;0 ;;3046.27;;
FC-10-00085-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00085-950-02-12);Fortinet;0 ;0 ;;3102.45;;
FCH-10-00501-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FCH-10-00501-108-02-12);Fortinet;0 ;0 ;;3114;;
FC-10-00203-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00203-950-02-12);Fortinet;0 ;0 ;;3169.53;;
FC-10-00314-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00314-247-02-12);Fortinet;0 ;0 ;;3248.09;;
FC-10-00314-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00314-100-02-12);Fortinet;0 ;0 ;;3248.09;;
FC-10-00620-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00620-311-02-12);Fortinet;0 ;0 ;;3249.78;;
FC-10-00622-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00622-311-02-12);Fortinet;0 ;0 ;;3249.78;;
FG-60C-POE;Fortinet 25 x GE RJ45 Ports (including 1 x Management port, 20 x PoE ports, 4 x PoE+ ports) (FG-60C-POE);Fortinet;0 ;0 ;;3373.65;;
FCH-10-00401-100-02-12;Fortinet 1 Year FortiGuard AV Services (FCH-10-00401-100-02-12);Fortinet;0 ;0 ;;3384.56;;
FCH-10-00401-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FCH-10-00401-247-02-12);Fortinet;0 ;0 ;;3384.56;;
FC-10-00801-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00801-100-02-12);Fortinet;0 ;0 ;;3384.56;;
FC-10-00501-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00501-100-02-12);Fortinet;0 ;0 ;;3384.56;;
FC-10-00801-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00801-247-02-12);Fortinet;0 ;0 ;;3384.56;;
FC-10-00501-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00501-247-02-12);Fortinet;0 ;0 ;;3384.56;;
FC-10-00621-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-00621-311-02-12);Fortinet;0 ;0 ;;3452.62;;
FC-10-00301-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00301-112-02-12);Fortinet;0 ;0 ;;3518.99;;
FCH-10-00201-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FCH-10-00201-950-02-12);Fortinet;0 ;0 ;;3561.77;;
FC-10-00313-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00313-247-02-12);Fortinet;0 ;0 ;;3723.18;;
FC-10-00313-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00313-100-02-12);Fortinet;0 ;0 ;;3723.18;;
FC-10-01003-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-01003-274-01-12);Fortinet;0 ;0 ;;3804.21;;
FCH-10-00501-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FCH-10-00501-247-02-12);Fortinet;0 ;0 ;;3892.49;;
FCH-10-00501-100-02-12;Fortinet 1 Year FortiGuard AV Services (FCH-10-00501-100-02-12);Fortinet;0 ;0 ;;3892.49;;
FC-10-00621-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00621-274-01-12);Fortinet;0 ;0 ;;3936.18;;
FC-10-00301-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00301-900-02-12);Fortinet;0 ;0 ;;3958.86;;
FC-10-00623-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-00623-274-01-12);Fortinet;0 ;0 ;;4029.64;;
FC-10-00312-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00312-900-02-12);Fortinet;0 ;0 ;;4263.63;;
FCH-10-00301-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FCH-10-00301-112-02-12);Fortinet;0 ;0 ;;4331.6899999999996;;
FC-10-00622-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00622-108-02-12);Fortinet;0 ;0 ;;4333.05;;
FC-10-00620-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00620-108-02-12);Fortinet;0 ;0 ;;4333.05;;
FC-10-C0103-151-02-12;1 Year FortiClient License Subscription for up to 2,000 clients on FG 100-800 Series and FG VM01-VM02 Series running FortiOS 5.2 and above. Includes the ability to download the license file, edit the;Fortinet;1 ;1 ;;4416;;НЗС
FC-10-00401-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00401-112-02-12);Fortinet;0 ;0 ;;4602.59;;
FC-10-00621-108-02-12;Fortinet 1 Year FortiGuard NGFW Service (FC-10-00621-108-02-12);Fortinet;0 ;0 ;;4603.95;;
FC-10-03600-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-03600-311-02-12);Fortinet;0 ;0 ;;4724.21;;
FAC-200D;Fortinet FortiAuthenticator-200D, Supports up to 500 Users and FortiTokens (FAC-200D);Fortinet;1 ;1 ;;4728.1499999999996;;
FCH-10-00301-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FCH-10-00301-900-02-12);Fortinet;0 ;0 ;;4873.1499999999996;;
FC-10-01240-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-01240-311-02-12);Fortinet;0 ;0 ;;4874.8500000000004;;
FC-10-00800-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00800-112-02-12);Fortinet;0 ;0 ;;4874.8500000000004;;
FC-10-00312-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00312-112-02-12);Fortinet;0 ;0 ;;4874.8500000000004;;
FG-60C-POE-BDL;Fortinet Hardware plus 1 year 8x5 Forticare and FortiGuard UTM Bundle (FG-60C-POE-BDL);Fortinet;0 ;0 ;;4898.04;;
FC-10-00301-950-02-12;Fortinet 1 Year UTM Bundle (24x7 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00301-950-02-12);Fortinet;0 ;0 ;;5102.54;;
FC-10-00401-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00401-900-02-12);Fortinet;0 ;0 ;;5177.91;;
FC-10-03016-311-02-12;Fortinet 1 Year 8x5 Enhanced FortiCare (FC-10-03016-311-02-12);Fortinet;0 ;0 ;;5196.71;;
FC-10-00314-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00314-112-02-12);Fortinet;0 ;0 ;;5198.57;;
FBG-2001F;Fortinet FortiBridge -2001F, power failure bypass functionality for one network segment. 2 1G SPF, 2 1G LC , 1 RJ45 Management Port, Power Supply, CP, includes 2 SR SFP transceivers. (FBG-2001F);Fortinet;0 ;0 ;;5321.14;;
FC-10-03016-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-03016-274-01-12);Fortinet;0 ;0 ;;5385.6;;
FC-10-03600-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-03600-274-01-12);Fortinet;0 ;0 ;;5385.6;;
FCH-10-00401-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FCH-10-00401-112-02-12);Fortinet;0 ;0 ;;5415.29;;
FC-10-00801-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00801-112-02-12);Fortinet;0 ;0 ;;5415.29;;
FC-10-00501-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00501-112-02-12);Fortinet;0 ;0 ;;5415.29;;
FC-10-00622-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00622-247-02-12);Fortinet;0 ;0 ;;5416.31;;
FC-10-00622-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00622-100-02-12);Fortinet;0 ;0 ;;5416.31;;
FC-10-00620-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00620-100-02-12);Fortinet;0 ;0 ;;5416.31;;
FC-10-00620-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00620-247-02-12);Fortinet;0 ;0 ;;5416.31;;
FBG-2002;Fortinet FortiBridge-2002, power failure bypass functionality for two network segments. 8 RJ45 10/100/1000, 2 RJ45 Management Ports, Dual Power Supply, Dual CPU (FBG-2002);Fortinet;0 ;0 ;;5473.39;;
FC-10-01240-274-01-12;Fortinet 1 Year Hardware Premium Bundle Upgrade to 24x7 Comprehensive Support (FC-10-01240-274-01-12);Fortinet;0 ;0 ;;5557.51;;
FC-10-00621-247-02-12;Fortinet 1 Year 24x7 Comprehensive FortiCare (FC-10-00621-247-02-12);Fortinet;0 ;0 ;;5753.92;;
FC-10-00621-100-02-12;Fortinet 1 Year FortiGuard AV Services (FC-10-00621-100-02-12);Fortinet;0 ;0 ;;5753.92;;
FC-10-00314-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00314-900-02-12);Fortinet;0 ;0 ;;5824.35;;
FC-10-00313-112-02-12;Fortinet 1 Year FortiGuard Web Filtering Service (FC-10-00313-112-02-12);Fortinet;0 ;0 ;;5957.09;;
FC-10-00801-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00801-900-02-12);Fortinet;0 ;0 ;;6092.2;;
FC-10-00501-900-02-12;Fortinet 1 Year UTM Bundle (8x5 FortiCare plus NGFW, AV, Web Filtering and Antispam Services) (FC-10-00501-900-02-12);Fortinet;0 ;0 ;;6092.2;;
